disp_x,disp_y,id,vonmises_stress_nodal,x,y,z
0,0,0,83.5,0,0,0
0,0,1,83.5,0.035714285714286,0,0
2.2751933037609e-05,2.1930234968757e-05,2,83.5,0.035714285714286,0.035714285714286,0
6.3270138936078e-05,4.8550958535401e-05,3,83.5,0,0.035714285714286,0
0,0,4,81.142331837626,0.071428571428571,0,0
1.2410673250425e-05,1.5978984894944e-05,5,82.321165918813,0.071428571428571,0.035714285714286,0
0,0,6,75.100601987343,0.10714285714286,0,0
1.0024935958428e-05,1.4489224965316e-05,7,78.762126034976,0.10714285714286,0.035714285714286,0
0,0,8,68.936965501893,0.14285714285714,0,0
8.4522910559096e-06,1.3964293886503e-05,9,73.17417846217,0.14285714285714,0.035714285714286,0
0,0,10,64.198676883564,0.17857142857143,0,0
6.9970023864524e-06,1.3328683258125e-05,11,67.617984386833,0.17857142857143,0.035714285714286,0
0,0,12,60.050349068217,0.21428571428571,0,0
5.8051642994877e-06,1.2776579346159e-05,13,63.101619517935,0.21428571428571,0.035714285714286,0
0,0,14,56.600229603207,0.25,0,0
4.8198122977398e-06,1.2256455510185e-05,15,59.08637789745,0.25,0.035714285714286,0
0,0,16,53.689868772931,0.28571428571429,0,0
4.0389242124615e-06,1.1828787487734e-05,17,55.816506692981,0.28571428571429,0.035714285714286,0
0,0,18,51.869570619558,0.32142857142857,0,0
3.4669444096717e-06,1.1393736718208e-05,19,53.301441783044,0.32142857142857,0.035714285714286,0
0,0,20,51.839170642624,0.35714285714286,0,0
3.2062477187632e-06,1.1585155645023e-05,21,53.523166213642,0.35714285714286,0.035714285714286,0
0,0,22,55.160537749348,0.39285714285714,0,0
2.5816796988054e-06,1.179991879602e-05,23,56.247698432808,0.39285714285714,0.035714285714286,0
0,0,24,62.428273673758,0.42857142857143,0,0
1.7288202302302e-06,1.4066802111229e-05,25,65.583005357101,0.42857142857143,0.035714285714286,0
0,0,26,64.63076545422,0.46428571428571,0,0
-6.5232295003449e-07,1.5558930166427e-05,27,71.631180989981,0.46428571428571,0.035714285714286,0
0,0,28,55.170135436746,0.5,0,0
-1.8024288448993e-06,1.2364800533174e-05,29,56.83695851595,0.5,0.035714285714286,0
0,0,30,44.444281898679,0.53571428571429,0,0
-1.3922199678761e-06,9.3622175272122e-06,31,43.342099179092,0.53571428571429,0.035714285714286,0
0,0,32,41.670666165883,0.57142857142857,0,0
-1.2131111414602e-06,9.6560825667233e-06,33,43.225762513268,0.57142857142857,0.035714285714286,0
0,0,34,43.176095976113,0.60714285714286,0,0
-1.3304920756938e-06,9.8430937609576e-06,35,44.429545256171,0.60714285714286,0.035714285714286,0
0,0,36,45.699709463591,0.64285714285714,0,0
-1.5634131234296e-06,1.0369757434789e-05,37,46.956042532036,0.64285714285714,0.035714285714286,0
0,0,38,49.900540240191,0.67857142857143,0,0
-2.0405718468117e-06,1.1263108039686e-05,39,51.907616512403,0.67857142857143,0.035714285714286,0
0,0,40,55.053051462419,0.71428571428571,0,0
-3.0070550447133e-06,1.2311764325781e-05,41,58.402140833268,0.71428571428571,0.035714285714286,0
0,0,42,59.980267536897,0.75,0,0
-4.37535145541e-06,1.3139929698753e-05,43,64.00948842248,0.75,0.035714285714286,0
0,0,44,64.10654706848,0.78571428571429,0,0
-5.9302034434773e-06,1.3669751039917e-05,45,67.986024523123,0.78571428571429,0.035714285714286,0
0,0,46,67.50683423054,0.82142857142857,0,0
-7.5190464874764e-06,1.3872839667677e-05,47,71.331615063493,0.82142857142857,0.035714285714286,0
0,0,48,70.976993629895,0.85714285714286,0,0
-8.9740283985504e-06,1.4207074152636e-05,49,75.311428514778,0.85714285714286,0.035714285714286,0
0,0,50,76.606364612452,0.89285714285714,0,0
-1.0448248664967e-05,1.4551173931837e-05,51,79.776177670362,0.89285714285714,0.035714285714286,0
0,0,52,81.910704068049,0.92857142857143,0,0
-1.3046619508935e-05,1.639288612568e-05,53,82.705352034025,0.92857142857143,0.035714285714286,0
0,0,54,83.5,0.96428571428571,0,0
-2.3660654913182e-05,2.2090775195778e-05,55,83.5,0.96428571428571,0.035714285714286,0
0,0,56,83.5,1,0,0
-6.1773438780842e-05,4.6434797796207e-05,57,83.5,1,0.035714285714286,0
6.1320792600429e-05,6.25100993913e-05,58,83.5,0.035714285714286,0.071428571428571,0
8.2937539632191e-05,8.9774063599039e-05,59,83.5,0,0.071428571428571,0
3.4098759210677e-05,3.9332133645741e-05,60,83.5,0.071428571428571,0.071428571428571,0
2.1903510334813e-05,3.1263712524261e-05,61,82.961825041304,0.10714285714286,0.071428571428571,0
1.7616628779358e-05,2.8823455099358e-05,62,80.083421950808,0.14285714285714,0.071428571428571,0
1.4912643662532e-05,2.7629079617165e-05,63,74.639120141563,0.17857142857143,0.071428571428571,0
1.2420847304901e-05,2.6346881519293e-05,64,69.112087810641,0.21428571428571,0.071428571428571,0
1.0338568130197e-05,2.5181071704799e-05,65,64.329894559854,0.25,0.071428571428571,0
8.6326677568054e-06,2.4132035740927e-05,66,60.186049429778,0.28571428571429,0.071428571428571,0
7.125507505655e-06,2.3449654802621e-05,67,57.37746530852,0.32142857142857,0.071428571428571,0
5.7752756181897e-06,2.2775543492914e-05,68,55.770600003435,0.35714285714286,0.071428571428571,0
4.4272230802049e-06,2.5420113180992e-05,69,61.749224958621,0.39285714285714,0.071428571428571,0
2.6189983098133e-06,2.523713777219e-05,70,74.057923286584,0.42857142857143,0.071428571428571,0
7.2604820288842e-07,2.187032562321e-05,71,79.230660945156,0.46428571428571,0.071428571428571,0
-6.789150820882e-07,2.055341413583e-05,72,59.860326902317,0.5,0.071428571428571,0
-1.1137776704335e-06,1.9533332121972e-05,73,44.052233883952,0.53571428571429,0.071428571428571,0
-2.3061459786648e-06,1.9614192044492e-05,74,47.729922419877,0.57142857142857,0.071428571428571,0
-3.4290214885822e-06,2.0015204973448e-05,75,48.801630609817,0.60714285714286,0.071428571428571,0
-4.3748897699198e-06,2.0882479472623e-05,76,50.593039273009,0.64285714285714,0.071428571428571,0
-5.5280097753951e-06,2.2961126832859e-05,77,56.48833562537,0.67857142857143,0.071428571428571,0
-7.4349905905691e-06,2.5602997712697e-05,78,64.840393614235,0.71428571428571,0.071428571428571,0
-1.0113214186084e-05,2.7436473882388e-05,79,70.720777498458,0.75,0.071428571428571,0
-1.2753538389937e-05,2.8215777959464e-05,80,74.657581200298,0.78571428571429,0.071428571428571,0
