disp_x,disp_y,id,vonmises_stress_nodal,x,y,z
0,0,0,83.5,0,0,0
0,0,1,83.5,0.035714285714286,0,0
2.4015864253997e-05,2.2603997770708e-05,2,83.5,0.035714285714286,0.035714285714286,0
6.715427125057e-05,5.0589712696049e-05,3,83.5,0,0.035714285714286,0
0,0,4,81.752186309867,0.071428571428571,0,0
1.2893086515482e-05,1.6227276996992e-05,5,82.626093154933,0.071428571428571,0.035714285714286,0
0,0,6,76.287532878399,0.10714285714286,0,0
1.0419401523793e-05,1.453620230874e-05,7,79.51000515634,0.10714285714286,0.035714285714286,0
0,0,8,70.260309909507,0.14285714285714,0,0
8.9422117563139e-06,1.4115145939481e-05,9,74.234920532463,0.14285714285714,0.035714285714286,0
0,0,10,65.915242945404,0.17857142857143,0,0
7.5612874098658e-06,1.3532561175423e-05,11,69.126305779739,0.17857142857143,0.035714285714286,0
0,0,12,62.274025316673,0.21428571428571,0,0
6.4028951682001e-06,1.3104715351353e-05,13,65.259703254827,0.21428571428571,0.035714285714286,0
0,0,14,59.358126789203,0.25,0,0
5.37843465873e-06,1.2736607086088e-05,15,62.05004670884,0.25,0.035714285714286,0
0,0,16,56.975371818053,0.28571428571429,0,0
4.4473272676117e-06,1.2436241226909e-05,17,59.471057973253,0.28571428571429,0.035714285714286,0
0,0,18,55.020481275321,0.32142857142857,0,0
3.5839529521502e-06,1.2180428751767e-05,19,57.368942421658,0.32142857142857,0.035714285714286,0
0,0,20,53.414081391071,0.35714285714286,0,0
2.7639707367168e-06,1.1962271847214e-05,21,55.660463691124,0.35714285714286,0.035714285714286,0
0,0,22,52.0947179988,0.39285714285714,0,0
1.9717987261819e-06,1.177027950218e-05,23,54.271874420879,0.39285714285714,0.035714285714286,0
0,0,24,51.012957726895,0.42857142857143,0,0
1.1942432164379e-06,1.1595766667228e-05,25,53.144316510045,0.42857142857143,0.035714285714286,0
0,0,26,50.119201101418,0.46428571428571,0,0
4.2499263848979e-07,1.142929799983e-05,27,52.22002186938,0.46428571428571,0.035714285714286,0
0,0,28,49.354611440782,0.5,0,0
-3.3419799018666e-07,1.1257629870758e-05,29,51.421932022183,0.5,0.035714285714286,0
0,0,30,48.629857633,0.53571428571429,0,0
-1.0586822706502e-06,1.1074989173493e-05,31,50.658268541407,0.53571428571429,0.035714285714286,0
0,0,32,47.892041720056,0.57142857142857,0,0
-1.6928415317439e-06,1.0859217324249e-05,33,49.810007976503,0.57142857142857,0.035714285714286,0
0,0,34,47.580262337252,0.60714285714286,0,0
-2.1058942645814e-06,1.073231143181e-05,35,49.07214985865,0.60714285714286,0.035714285714286,0
0,0,36,48.652794789091,0.64285714285714,0,0
-2.3813795561366e-06,1.0935909591088e-05,37,49.787624933762,0.64285714285714,0.035714285714286,0
0,0,38,51.713058647636,0.67857142857143,0,0
-2.7714648013342e-06,1.1593413199071e-05,39,53.400552787774,0.67857142857143,0.035714285714286,0
0,0,40,56.137618794988,0.71428571428571,0,0
-3.5941606786687e-06,1.2481802579198e-05,41,59.057401719884,0.71428571428571,0.035714285714286,0
0,0,42,60.617858366267,0.75,0,0
-4.8157063140898e-06,1.3213561025e-05,43,64.232041945282,0.75,0.035714285714286,0
0,0,44,64.401269894893,0.78571428571429,0,0
-6.2402007375079e-06,1.3663191198201e-05,45,67.946109999274,0.78571428571429,0.035714285714286,0
0,0,46,67.571759246694,0.82142857142857,0,0
-7.6858273088023e-06,1.3847721566214e-05,47,71.061922390907,0.82142857142857,0.035714285714286,0
0,0,48,70.908714189904,0.85714285714286,0,0
-9.0752417499168e-06,1.4132096246678e-05,49,74.887445538989,0.85714285714286,0.035714285714286,0
0,0,50,76.286367885239,0.89285714285714,0,0
-1.050145719149e-05,1.4530874092379e-05,51,79.41418732781,0.89285714285714,0.035714285714286,0
0,0,52,81.658483802854,0.92857142857143,0,0
-1.2819660734949e-05,1.6155957766962e-05,53,82.579241901427,0.92857142857143,0.035714285714286,0
0,0,54,83.5,0.96428571428571,0,0
-2.2457542799012e-05,2.1299487130944e-05,55,83.5,0.96428571428571,0.035714285714286,0
0,0,56,83.5,1,0,0
-5.7561347396798e-05,4.3981051336071e-05,57,83.5,1,0.035714285714286,0
6.5191678204604e-05,6.4985885727536e-05,58,83.5,0.035714285714286,0.071428571428571,0
8.7570052709085e-05,9.3444682848082e-05,59,83.5,0,0.071428571428571,0
3.622119140045e-05,4.0433667999998e-05,60,83.5,0.071428571428571,0.071428571428571,0
2.3027724550222e-05,3.1735529742362e-05,61,83.11623871714,0.10714285714286,0.071428571428571,0
1.8475755635113e-05,2.9013228627366e-05,62,80.660311137927,0.14285714285714,0.071428571428571,0
1.5873158765458e-05,2.8013923750327e-05,63,75.770421444119,0.17857142857143,0.071428571428571,0
1.3446219984399e-05,2.6967230302723e-05,64,71.035126576578,0.21428571428571,0.071428571428571,0
1.1328105202772e-05,2.6178232973224e-05,65,67.456596591632,0.25,0.071428571428571,0
9.4094667245622e-06,2.5511462294727e-05,66,64.484150796733,0.28571428571429,0.071428571428571,0
7.6340575287446e-06,2.4963669745398e-05,67,62.113136474208,0.32142857142857,0.071428571428571,0
5.9608563251152e-06,2.4499659704589e-05,68,60.202550850565,0.35714285714286,0.071428571428571,0
4.3534356112827e-06,2.4100141528059e-05,69,58.670925281139,0.39285714285714,0.071428571428571,0
2.7879471838027e-06,2.3743158410743e-05,70,57.450888546432,0.42857142857143,0.071428571428571,0
1.24384988733e-06,2.340737792474e-05,71,56.484064822935,0.46428571428571,0.071428571428571,0
-2.8834847810142e-07,2.3068879453568e-05,72,55.707807960053,0.5,0.071428571428571,0
-1.8056663580509e-06,2.26861386474e-05,73,55.043680779578,0.53571428571429,0.071428571428571,0
-3.2752806112906e-06,2.226228469416e-05,74,54.412102888241,0.57142857142857,0.071428571428571,0
-4.646447097092e-06,2.1783126391028e-05,75,53.365845252753,0.60714285714286,0.071428571428571,0
-5.5975611859853e-06,2.1971594777889e-05,76,53.083780095929,0.64285714285714,0.071428571428571,0
-6.6259094359185e-06,2.3534309252483e-05,77,57.440298780378,0.67857142857143,0.071428571428571,0
-8.3227560436834e-06,2.5834083516103e-05,78,64.897434146242,0.71428571428571,0.071428571428571,0
-1.0752485508234e-05,2.7486458669887e-05,79,70.240448518638,0.75,0.071428571428571,0
-1.3178823109567e-05,2.8154926904418e-05,80,73.67462143821,0.78571428571429,0.071428571428571,0
