disp_x,disp_y,disp_z,elastic_strain_xx_nodal,elastic_strain_xy_nodal,elastic_strain_xz_nodal,elastic_strain_yy_nodal,elastic_strain_yz_nodal,elastic_strain_zz_nodal,id,plastic_strain_xx_nodal,plastic_strain_xy_nodal,plastic_strain_xz_nodal,plastic_strain_yy_nodal,plastic_strain_yz_nodal,plastic_strain_zz_nodal,strain_xx_nodal,strain_xy_nodal,strain_xz_nodal,strain_yy_nodal,strain_yz_nodal,strain_zz_nodal,stress_xx_nodal,stress_xy_nodal,stress_xz_nodal,stress_yy_nodal,stress_yz_nodal,stress_zz_nodal,vonmises_stress_nodal,x,y,z
-0.0081863575262568,-0.0026003759530796,-2.1966014330408e-05,-1.4243147993344e-06,-3.2070779574579e-06,-3.8580095237129e-07,-4.5386510932091e-06,-2.6050695021942e-07,2.6876613933166e-06,0,-1.6601428803734e-06,-7.3127561018935e-06,-8.9893940809357e-07,-1.0026912515401e-05,-8.3824781878912e-07,1.1687055395774e-05,-3.0827370825089e-06,-1.0518313234946e-05,-1.2845451330241e-06,-1.456718853998e-05,0,1.4374621123262e-05,-0.00029852255182728,-0.00024669830441984,-2.9676996336253e-05,-0.00053808688212534,-2.0038996170725e-05,1.7783309145875e-05,0.0013760766377397,84.677680969238,43.337253570557,9.5375633239746
-0.011212275213875,0.0012607668492465,6.5494100642388e-05,2.5579280097532e-06,-9.2724919319144e-06,2.5148681906735e-07,5.0218722993752e-06,-5.5037335502547e-08,1.3009044972738e-07,1,1.3352320595504e-06,-3.0921533794647e-05,2.0852081609739e-06,9.7145377125441e-06,-3.6312756517301e-07,-1.1049769772094e-05,3.9040640901326e-06,-4.0195474440057e-05,2.3365049091006e-06,1.472561180591e-05,0,-1.0919785137187e-05,0.00064156508299192,-0.00071326861014727,1.9345139928258e-05,0.00083109925911669,-4.2336411925036e-06,0.00045480834760532,0.0014189865130877,93.002708435059,49.118301391602,9.3636016845703
-0.0087099558308952,0.0026050307452241,-8.1618041805729e-05,9.6765656513802e-07,-6.35814044574e-06,-1.3563515977057e-08,1.7583064156407e-06,1.6155241805637e-06,9.5705731505134e-07,2,-1.5125635400631e-06,-2.090478432907e-05,1.2446913688178e-06,4.9056319788465e-06,3.3833033810857e-06,-3.3930684387834e-06,-5.380404867031e-07,-2.7264115306856e-05,1.2306548895974e-06,6.6571121317127e-06,0,-2.4360513491795e-06,0.00028691706053927,-0.00048908772659539,-1.0433473828505e-06,0.00034773627980871,0.00012427109081259,0.00028610173360953,0.0014598985872471,96.159034729004,44.361763000488,9.8859262466431
-0.007143706878202,-0.0015041634048397,-0.00022984786148953,-2.8308017957056e-06,-4.620042827543e-06,7.4783535039178e-07,-2.3996727672815e-06,9.3661233765969e-07,-1.1536534759822e-06,3,-2.3427652219188e-06,-1.4617961917285e-05,2.6485799844093e-06,1.4002327826408e-06,1.9542489554731e-06,9.4253243927808e-07,-5.1690844202238e-06,-1.9238579602217e-05,3.3959735780417e-06,-1.0038848607619e-06,0,-2.1115875798364e-07,-0.00058606906345636,-0.000355387909811,5.7525796183983e-05,-0.00055290529203912,7.20471028969e-05,-0.00045705765424687,0.0013629778661981,86.413185119629,41.206703186035,5.285192489624
-0.0098924601865425,0.0020885327011024,8.7533082493824e-05,1.9367528972399e-06,-9.7403343124314e-06,1.4613951153677e-06,7.637471180983e-06,2.4698584710741e-07,-1.5353019137359e-06,4,-2.656735840582e-06,-3.7203967621054e-05,6.0907528200345e-06,2.0442314496403e-05,6.1118815958036e-07,-1.7785578655821e-05,-7.0722781655824e-07,-4.6948343631289e-05,7.5517008735662e-06,2.8067020188934e-05,0,-1.9320870207889e-05,0.00061276496312347,-0.00074925648557164,0.00011241500887444,0.0010512817541806,1.8998911315955e-05,0.00034568382381764,0.0015147332197142,94.822540283203,46.625350952148,4.6589417457581
-0.0073281253151596,0.0029806023285728,6.0338220270117e-05,-7.9325251928403e-07,-4.8403302070845e-06,1.1577379745422e-06,6.9914540254018e-06,1.8366417020453e-06,-4.9510591393441e-07,5,-7.6442549577468e-06,-1.6101845826161e-05,4.2126706469955e-06,1.7207916562292e-05,2.8577713416546e-06,-9.5636616045451e-06,-8.4324131459945e-06,-2.0946052650305e-05,5.3700106630248e-06,2.4194274413099e-05,0,-1.0058765674921e-05,0.00026800532114258,-0.00037233309285266,8.9056767272477e-05,0.00086682890150303,0.00014128013092656,0.00029093967540024,0.0013300877017596,97.641479492188,41.383525848389,4.9975805282593
-0.030619831206457,-0.049990863263515,0.0011928829971011,-3.8641418310916e-07,-1.9083050008665e-06,-2.1056739451934e-07,-9.4426635465162e-07,-4.9426228716389e-08,5.9956026026601e-07,6,0,0,0,0,0,0,-3.8641418310916e-07,-1.9083050008665e-06,-2.1056739451934e-07,-9.4426635465162e-07,0,5.9956026026601e-07,-7.1904183940787e-05,-0.00014679269237434,-1.6197491886103e-05,-0.00011481588944405,-3.8020175935684e-06,3.9400040111485e-06,0.00031353236714351,40.12686920166,100,11.690929412842
-0.030654623407369,-0.05,0.001181089325125,1.0467745380969e-06,-3.4575070523662e-06,2.2811921367077e-08,-1.9035776737387e-06,-7.9458113265585e-08,4.1878773358006e-07,7,0,0,0,0,0,0,1.0467745380969e-06,-3.4575070523662e-06,2.2811921367077e-08,-1.9035776737387e-06,0,4.1878773358006e-07,5.5250998965439e-05,-0.00026596208095124,1.7547631820829e-06,-0.00017169917117576,-6.1121625588912e-06,6.944321694909e-06,0.00059086548961856,35.706111907959,110,9.8139038085938
-0.030605588318156,-0.049985549822028,0.0011803190516314,-2.5479152086886e-06,-3.7559020358332e-06,-1.815233996169e-07,-1.2405707636803e-06,-3.830979113944e-07,1.3822252899934e-06,8,0,0,0,0,0,0,-2.5479152086886e-06,-3.7559020358332e-06,-1.815233996169e-07,-1.2405707636803e-06,0,1.3822252899934e-06,-0.00033481620926694,-0.00028891554121794,-1.3963338432069e-05,-0.00023425125195861,-2.9469070107261e-05,-3.249770936832e-05,0.00061088088709862,35.468444824219,99.999954223633,10.003314971924
-0.030624948615746,-0.049986061625275,0.00119289937931,-2.5468409560526e-07,-2.6575834234337e-06,-6.8650907405028e-07,-1.1677893457028e-06,-1.9793834013975e-07,4.8232071216353e-07,9,0,0,0,0,0,0,-2.5468409560526e-07,-2.6575834234337e-06,-6.8650907405028e-07,-1.1677893457028e-06,0,4.8232071216353e-07,-7.3830664804898e-05,-0.00020442949411028,-5.280839031156e-05,-0.00014406953019702,-1.5226026164596e-05,-1.7137987284222e-05,0.00045234131947733,36.998664855957,99.999954223633,15.413834571838
